protein_a	protein_b	involves_dark	genetic_assays
P25694	P46957	0	Negative Genetic
P25694	P43593	0	Positive Genetic
P25694	P43588	0	Negative Genetic
P25694	P43558	0	Negative Genetic
P25694	P39940	0	Negative Genetic;Synthetic Lethality
P25694	P39538	0	Negative Genetic;Synthetic Rescue
P25694	P38886	0	Negative Genetic;Synthetic Lethality
P25694	P38428	0	Positive Genetic
P25694	P38121	0	Positive Genetic
P25694	P36037	0	Positive Genetic;Synthetic Rescue
P25694	P34223	0	Negative Genetic;Synthetic Rescue
P25694	P33755	0	Synthetic Lethality
P25694	P33299	0	Negative Genetic
P25694	P33297	0	Negative Genetic
P25694	P32915	0	Positive Genetic
P25656	Q03687	0	Phenotypic Suppression;Synthetic Rescue
P25656	P42838	0	Dosage Rescue;Phenotypic Suppression;Synthetic Growth Defect;Synthetic Lethality
P25656	P40527	0	Dosage Rescue;Phenotypic Enhancement;Synthetic Lethality
P25656	P39531	0	Positive Genetic
P25651	Q00684	0	Negative Genetic
P25646	P36135	0	Synthetic Rescue
P25646	P35182	0	Negative Genetic;Phenotypic Enhancement;Synthetic Growth Defect;Synthetic Rescue
P25646	P32473	0	Synthetic Growth Defect
P25642	Q12322	0	Negative Genetic
P25642	Q06090	0	Negative Genetic
P25642	Q04235	0	Negative Genetic
P25642	Q03151	0	Negative Genetic
P25642	Q02608	0	Negative Genetic
P25642	P53881	0	Negative Genetic
P25642	P53733	0	Positive Genetic
P25642	P53724	0	Negative Genetic
P25642	P53305	0	Negative Genetic
P25642	P41805	0	Negative Genetic
P25642	P40858	0	Negative Genetic
P25642	P36534	0	Positive Genetic
P25642	P32387	0	Negative Genetic
P25641	Q12380	0	Phenotypic Suppression
P25641	Q07879	0	Phenotypic Suppression
P25641	Q06671	0	Positive Genetic
P25641	Q06410	0	Phenotypic Suppression
P25641	Q03818	0	Phenotypic Suppression
P25641	Q02948	0	Phenotypic Suppression
P25641	P53867	0	Phenotypic Suppression
P25641	P43601	0	Phenotypic Suppression
P25641	P40344	0	Phenotypic Suppression
P25641	P40308	0	Phenotypic Suppression;Synthetic Rescue
P25641	P39968	0	Phenotypic Suppression
P25641	P38862	0	Phenotypic Suppression;Positive Genetic
P25641	P38316	0	Phenotypic Suppression
P25641	P38270	0	Phenotypic Suppression
P25641	P38182	0	Phenotypic Suppression
P25641	P32939	0	Phenotypic Suppression
P25638	Q12499	0	Negative Genetic
P25638	Q12464	0	Negative Genetic
P25638	Q03940	0	Negative Genetic
P25635	Q99207	0	Negative Genetic
P25635	Q12339	0	Negative Genetic
P25635	Q08235	0	Positive Genetic
P25635	Q07896	0	Positive Genetic
P25635	Q06287	0	Negative Genetic
P25635	Q06106	0	Phenotypic Enhancement;Synthetic Growth Defect
P25635	Q05946	0	Negative Genetic
P25635	Q03532	0	Negative Genetic
P25635	P53914	0	Negative Genetic
P25635	P53734	0	Positive Genetic
P25635	P53131	0	Positive Genetic
P25635	P41819	0	Negative Genetic
P25635	P40991	0	Positive Genetic
P25635	P38805	0	Positive Genetic
P25635	P38712	0	Negative Genetic
P25635	P38333	0	Negative Genetic
P25635	P38112	0	Positive Genetic
P25635	P36160	0	Positive Genetic
P25632	Q03124	0	Negative Genetic
P25632	P80428	0	Negative Genetic
P25632	P61830	0	Positive Genetic
P25632	P43609	0	Dosage Rescue;Negative Genetic
P25632	P38956	0	Positive Genetic
P25628	Q08650	0	Phenotypic Enhancement;Phenotypic Suppression;Synthetic Growth Defect;Synthetic Lethality
P25628	Q05521	0	Phenotypic Enhancement
P25628	Q04396	0	Phenotypic Enhancement
P25628	P53629	0	Negative Genetic;Phenotypic Enhancement;Synthetic Growth Defect;Synthetic Lethality
P25628	P40345	0	Phenotypic Enhancement;Phenotypic Suppression;Synthetic Growth Defect;Synthetic Lethality
P25627	Q99207	0	Phenotypic Suppression;Synthetic Rescue
P25627	Q08965	0	Synthetic Rescue
P25627	Q08444	0	Synthetic Rescue
P25627	Q06287	0	Synthetic Growth Defect
P25627	Q04217	0	Synthetic Rescue
P25627	Q01855	0	Synthetic Lethality
P25627	P53941	0	Synthetic Rescue
P25627	P48234	0	Synthetic Rescue
P25626	Q12322	0	Positive Genetic
P25626	P46990	0	Positive Genetic
P25625	P53154	0	Positive Genetic
P25625	P40986	0	Negative Genetic;Phenotypic Suppression;Synthetic Rescue
P25623	P39013	0	Phenotypic Suppression
P25619	P47040	0	Phenotypic Enhancement
P25618	P53154	0	Negative Genetic;Synthetic Growth Defect
P25618	P53008	0	Negative Genetic
P25618	P40533	0	Phenotypic Suppression;Synthetic Growth Defect
P25618	P31382	0	Negative Genetic
P25618	P25625	0	Synthetic Growth Defect
P25615	Q04437	0	Phenotypic Enhancement;Phenotypic Suppression
P25615	Q04049	0	Phenotypic Suppression
P25615	P32807	0	Phenotypic Suppression;Synthetic Rescue
P25615	P26793	0	Synthetic Growth Defect
P25613	Q01574	0	Phenotypic Suppression
P25613	P36035	0	Phenotypic Enhancement;Synthetic Growth Defect;Synthetic Rescue
P25605	P39522	0	Phenotypic Suppression
P25605	P38891	0	Negative Genetic;Phenotypic Suppression
P25605	P28834	0	Positive Genetic
P25604	Q99176	0	Positive Genetic
P25604	Q12033	0	Positive Genetic
P25604	Q06696	0	Phenotypic Enhancement;Phenotypic Suppression;Synthetic Rescue
P25604	P53179	0	Positive Genetic
P25604	P52917	0	Phenotypic Enhancement;Synthetic Rescue
P25604	P42939	0	Phenotypic Enhancement
P25604	P39929	0	Phenotypic Suppression
P25604	P36095	0	Synthetic Rescue
P25594	Q04301	0	Phenotypic Enhancement
P25586	Q12220	0	Negative Genetic
P25586	Q12149	0	Negative Genetic
P25586	Q12099	0	Negative Genetic
P25586	Q12035	0	Negative Genetic
P25586	Q08972	0	Positive Genetic
P25586	Q07915	0	Positive Genetic
P25586	Q07623	0	Negative Genetic
P25586	Q06672	0	Positive Genetic
P25586	Q06344	0	Negative Genetic
P25586	Q06287	0	Negative Genetic
P25586	Q06106	0	Negative Genetic
P25586	Q05946	0	Negative Genetic
P25586	Q05498	0	Negative Genetic
P25586	Q04373	0	Positive Genetic
P25586	Q04305	0	Negative Genetic
P25586	Q04177	0	Negative Genetic
P25586	Q03532	0	Negative Genetic
P25586	Q02354	0	Negative Genetic
P25586	P53833	0	Negative Genetic
P25586	P53317	0	Negative Genetic
P25586	P53251	0	Positive Genetic
P25586	P46669	0	Negative Genetic
P25586	P41814	0	Negative Genetic
P25586	P40055	0	Negative Genetic
P25586	P40007	0	Positive Genetic
P25586	P39990	0	Negative Genetic
P25586	P39985	0	Negative Genetic;Positive Genetic
P25586	P39516	0	Negative Genetic
P25586	P38961	0	Negative Genetic
P25586	P38930	0	Negative Genetic
P25586	P38882	0	Negative Genetic
P25586	P38011	0	Positive Genetic
P25586	P33750	0	Negative Genetic
P25586	P33201	0	Negative Genetic;Positive Genetic
P25586	P32495	0	Negative Genetic
P25586	P25808	0	Positive Genetic
P25582	P40991	0	Synthetic Growth Defect
P25582	P34078	0	Positive Genetic
P25582	P33201	0	Positive Genetic
P25580	P38211	0	Positive Genetic
P25578	Q05776	0	Phenotypic Suppression;Synthetic Rescue
P25578	P53230	0	Synthetic Lethality
P25576	Q99312	0	Phenotypic Suppression
P25576	P53164	0	Phenotypic Suppression
P25576	P53078	0	Phenotypic Suppression
P25574	P38353	0	Negative Genetic;Phenotypic Enhancement
P25573	Q04472	0	Positive Genetic;Synthetic Lethality
P25573	P39925	0	Negative Genetic
P25568	Q12380	0	Negative Genetic
P25568	Q06410	0	Negative Genetic
P25566	P40029	0	Synthetic Growth Defect
P25566	P38523	0	Synthetic Rescue
P25566	P36088	0	Synthetic Lethality
P25560	P53868	0	Negative Genetic
P25560	P40509	0	Positive Genetic
P25560	P33754	0	Negative Genetic
P25560	P32803	0	Negative Genetic
P25560	P27825	0	Negative Genetic
P25559	Q08032	0	Negative Genetic;Synthetic Lethality
P25559	Q02574	0	Negative Genetic;Synthetic Growth Defect
P25559	Q01454	0	Negative Genetic;Synthetic Lethality
P25559	P49956	0	Phenotypic Enhancement;Positive Genetic
P25559	P47037	0	Negative Genetic;Synthetic Growth Defect
P25559	P43605	0	Negative Genetic;Synthetic Lethality
P25559	P40958	0	Negative Genetic;Synthetic Growth Defect;Synthetic Lethality
P25559	P40013	0	Negative Genetic;Phenotypic Enhancement;Synthetic Growth Defect;Synthetic Lethality
P25559	P38877	0	Positive Genetic
P25559	P38630	0	Negative Genetic
P25559	P38251	0	Negative Genetic;Positive Genetic
P25559	P32641	0	Negative Genetic;Phenotypic Enhancement;Synthetic Growth Defect
P25554	Q92317	0	Positive Genetic
P25554	Q6WNK7	0	Negative Genetic
P25554	Q03067	0	Negative Genetic
P25554	P61830	0	Positive Genetic
P25554	P50102	0	Negative Genetic
P25534	P75728	0	Positive Genetic
P25522	P25714	0	Negative Genetic
P25515	P41807	0	Synthetic Haploinsufficiency
P25515	P41806	0	Positive Genetic
P25515	P32842	0	Synthetic Growth Defect;Synthetic Lethality
P25491	Q12285	0	Negative Genetic;Synthetic Growth Defect
P25491	Q12154	0	Negative Genetic;Synthetic Growth Defect
P25491	Q12125	0	Negative Genetic;Synthetic Growth Defect
P25491	Q12118	0	Negative Genetic;Synthetic Growth Defect
P25491	Q08601	0	Phenotypic Enhancement;Phenotypic Suppression;Synthetic Growth Defect
P25491	Q08199	0	Positive Genetic
P25491	Q06469	0	Dosage Growth Defect
P25491	Q06058	0	Negative Genetic
P25491	P53940	0	Dosage Rescue;Phenotypic Enhancement;Synthetic Rescue
P25491	P53691	0	Negative Genetic
P25491	P53286	0	Dosage Growth Defect
P25491	P53193	0	Negative Genetic
P25491	P52868	0	Dosage Rescue
P25491	P47138	0	Dosage Rescue
P25491	P47103	0	Negative Genetic
P25491	P47079	0	Negative Genetic
P25491	P39078	0	Negative Genetic
P25491	P38910	0	Positive Genetic
P25491	P38260	0	Negative Genetic
P25491	P32915	0	Positive Genetic
P25491	P32589	0	Dosage Rescue;Negative Genetic;Synthetic Lethality
P25491	P28707	0	Negative Genetic
P25491	P27825	0	Positive Genetic;Synthetic Growth Defect
P25491	P25694	0	Negative Genetic;Phenotypic Suppression
P25454	Q12749	0	Phenotypic Suppression;Synthetic Lethality;Synthetic Rescue
P25454	Q12510	0	Negative Genetic;Synthetic Growth Defect
P25454	Q12318	0	Positive Genetic
P25454	Q12306	0	Negative Genetic;Synthetic Growth Defect
P25454	Q12223	0	Phenotypic Enhancement;Phenotypic Suppression;Synthetic Growth Defect
P25454	Q12083	0	Synthetic Lethality
P25454	Q08773	0	Synthetic Growth Defect
P25454	Q08204	0	Synthetic Rescue
P25454	Q05635	0	Negative Genetic;Synthetic Growth Defect;Synthetic Lethality
P25454	Q04437	0	Phenotypic Enhancement
P25454	Q04149	0	Phenotypic Suppression;Positive Genetic;Synthetic Growth Defect;Synthetic Lethality;Synthetic Rescue
P25454	Q04049	0	Synthetic Growth Defect
P25454	Q03937	0	Phenotypic Suppression
P25454	Q03834	0	Dosage Rescue
P25454	Q02685	0	Phenotypic Enhancement;Synthetic Rescue
P25454	Q02574	0	Phenotypic Enhancement
P25454	Q01454	0	Phenotypic Enhancement;Synthetic Growth Defect;Synthetic Lethality
P25454	P61830	0	Synthetic Growth Defect;Synthetic Rescue
P25454	P53942	0	Synthetic Growth Defect
P25454	P53187	0	Dosage Rescue
P25454	P53152	0	Phenotypic Enhancement;Synthetic Lethality
P25454	P50623	0	Synthetic Lethality
P25454	P48581	0	Positive Genetic;Synthetic Growth Defect
P25454	P40965	0	Synthetic Lethality
P25454	P40562	0	Negative Genetic;Phenotypic Enhancement;Phenotypic Suppression;Synthetic Rescue
P25454	P40151	0	Dosage Growth Defect;Dosage Lethality
P25454	P39009	0	Phenotypic Enhancement;Positive Genetic;Synthetic Growth Defect
P25454	P38957	0	Positive Genetic
P25454	P38927	0	Negative Genetic;Phenotypic Suppression
P25454	P38920	0	Phenotypic Suppression
P25454	P38850	0	Negative Genetic;Synthetic Growth Defect
P25454	P38632	0	Phenotypic Suppression;Synthetic Rescue
P25454	P38251	0	Negative Genetic
P25454	P38207	0	Phenotypic Enhancement
P25454	P38147	0	Phenotypic Enhancement;Positive Genetic
P25454	P38126	0	Phenotypic Enhancement;Phenotypic Suppression
P25454	P36161	0	Negative Genetic;Synthetic Growth Defect;Synthetic Lethality
P25454	P34760	0	Negative Genetic;Synthetic Lethality;Synthetic Rescue
P25454	P32863	0	Dosage Growth Defect;Dosage Rescue;Negative Genetic;Phenotypic Suppression;Positive Genetic;Synthetic Rescue
P25454	P32829	0	Phenotypic Enhancement;Positive Genetic;Synthetic Growth Defect
P25454	P32807	0	Negative Genetic;Synthetic Growth Defect;Synthetic Lethality;Synthetic Rescue
P25454	P32641	0	Dosage Rescue;Phenotypic Suppression;Synthetic Lethality
P25454	P32447	0	Negative Genetic;Phenotypic Enhancement;Synthetic Growth Defect
P25454	P32345	0	Negative Genetic;Phenotypic Enhancement;Synthetic Lethality
P25454	P30665	0	Synthetic Growth Defect;Synthetic Rescue
P25454	P30620	0	Phenotypic Enhancement
P25454	P28519	0	Dosage Rescue;Phenotypic Enhancement;Synthetic Growth Defect
P25454	P26793	0	Negative Genetic;Synthetic Growth Defect;Synthetic Lethality
P25454	P26755	0	Negative Genetic
P25454	P26754	0	Negative Genetic
P25454	P25847	0	Dosage Rescue;Negative Genetic;Phenotypic Enhancement;Phenotypic Suppression;Synthetic Rescue
P25453	Q04089	0	Phenotypic Suppression;Synthetic Rescue
P25453	Q03937	0	Phenotypic Enhancement;Phenotypic Suppression;Synthetic Growth Defect;Synthetic Rescue
P25453	P89114	0	Phenotypic Enhancement;Phenotypic Suppression
P25453	P53187	0	Phenotypic Enhancement;Synthetic Rescue
P25453	P53102	0	Phenotypic Enhancement
P25453	P48581	0	Phenotypic Enhancement;Phenotypic Suppression;Synthetic Rescue
P25453	P38126	0	Phenotypic Enhancement;Phenotypic Suppression;Synthetic Growth Defect;Synthetic Rescue
P25453	P32863	0	Dosage Rescue;Phenotypic Enhancement;Phenotypic Suppression;Synthetic Growth Defect;Synthetic Rescue
P25453	P32489	0	Phenotypic Enhancement;Phenotypic Suppression
P25453	P25454	0	Dosage Rescue;Phenotypic Enhancement;Phenotypic Suppression
P25451	Q12377	0	Negative Genetic
P25451	Q12250	0	Negative Genetic
P25451	Q05778	0	Negative Genetic
P25451	Q01939	0	Negative Genetic
P25451	P53549	0	Negative Genetic
P25451	P43588	0	Negative Genetic
P25451	P40303	0	Negative Genetic
P25451	P38886	0	Negative Genetic
P25451	P38293	0	Negative Genetic
P25451	P33297	0	Negative Genetic
P25451	P32496	0	Negative Genetic
P25451	P30657	0	Negative Genetic
P25451	P30656	0	Negative Genetic
P25443	Q12690	0	Positive Genetic
P25443	Q12460	0	Negative Genetic
P25443	Q06287	0	Negative Genetic
P25443	Q04599	0	Negative Genetic
P25443	Q04305	0	Negative Genetic
P25443	Q04177	0	Negative Genetic
P25443	P51401	0	Negative Genetic
P25443	P49166	0	Positive Genetic
P25443	P47089	0	Positive Genetic
P25443	P43588	0	Negative Genetic
P25443	P38882	0	Negative Genetic
P25443	P38711	0	Positive Genetic
P25443	P38431	0	Phenotypic Suppression
P25443	P38249	0	Negative Genetic
P25443	P38011	0	Positive Genetic
P25443	P33309	0	Negative Genetic
P25443	P32769	0	Negative Genetic
P25443	P32388	0	Negative Genetic
P25443	P29478	0	Negative Genetic
P25443	P25642	0	Negative Genetic
P25385	Q04338	0	Negative Genetic
P25385	Q03322	0	Negative Genetic
P25385	Q01590	0	Synthetic Lethality
P25385	P53271	0	Negative Genetic
P25385	P53146	0	Synthetic Growth Defect
P25385	P41811	0	Dosage Rescue;Negative Genetic
P25385	P38736	0	Negative Genetic
P25385	P36149	0	Dosage Rescue
P25385	P36015	0	Negative Genetic
P25385	P32602	0	Negative Genetic
P25382	Q03862	0	Negative Genetic
P25382	P53313	0	Negative Genetic
P25382	P38803	0	Negative Genetic
P25379	P40185	0	Phenotypic Suppression;Synthetic Rescue
P25376	P48813	0	Negative Genetic;Phenotypic Enhancement;Synthetic Growth Defect
P25374	Q12181	0	Dosage Rescue
P25374	Q08742	0	Negative Genetic
P25374	Q07540	0	Synthetic Lethality
P25374	Q03020	0	Negative Genetic;Phenotypic Suppression
P25374	P53193	0	Phenotypic Suppression
P25374	P38758	0	Negative Genetic
P25374	P38756	0	Positive Genetic
P25374	P38523	0	Negative Genetic
P25374	P36152	0	Dosage Rescue
P25373	P38068	0	Synthetic Rescue
P25373	P34227	0	Phenotypic Enhancement
P25372	P41921	0	Negative Genetic;Phenotypic Enhancement;Phenotypic Suppression;Synthetic Growth Defect;Synthetic Rescue
P25372	P38816	0	Phenotypic Suppression;Synthetic Growth Defect;Synthetic Rescue
P25368	Q99207	0	Negative Genetic
P25368	Q12149	0	Negative Genetic
P25368	Q08492	0	Negative Genetic
P25368	P38930	0	Negative Genetic
P25368	P38711	0	Dosage Rescue
P25368	P36144	0	Negative Genetic
P25368	P35997	0	Dosage Rescue
P25368	P33201	0	Positive Genetic
P25360	P46956	0	Negative Genetic;Phenotypic Enhancement;Synthetic Growth Defect
P25360	P38361	0	Synthetic Growth Defect;Synthetic Lethality
P25359	Q12149	0	Negative Genetic
P25358	Q99190	0	Negative Genetic;Synthetic Growth Defect
P25358	P40857	0	Negative Genetic;Synthetic Growth Defect
P25358	P40319	0	Negative Genetic;Phenotypic Enhancement;Positive Genetic;Synthetic Growth Defect;Synthetic Lethality
P25358	P38286	0	Synthetic Lethality
P25358	P33300	0	Positive Genetic
P25349	P38234	0	Phenotypic Enhancement
P25348	P43535	0	Negative Genetic
P25348	P39925	0	Synthetic Rescue
P25348	P38077	0	Synthetic Rescue
P25346	Q02979	0	Positive Genetic
P25343	Q12271	0	Positive Genetic
P25343	Q04439	0	Negative Genetic;Synthetic Growth Defect;Synthetic Lethality
P25343	P60010	0	Negative Genetic;Synthetic Growth Defect
P25343	P50942	0	Negative Genetic;Synthetic Growth Defect
P25343	P40319	0	Phenotypic Enhancement;Phenotypic Suppression;Positive Genetic;Synthetic Rescue
P25343	P39940	0	Negative Genetic
P25343	P39743	0	Phenotypic Enhancement;Positive Genetic;Synthetic Growth Defect
P25343	P39013	0	Negative Genetic;Synthetic Growth Defect;Synthetic Lethality
P25343	P38822	0	Negative Genetic
P25343	P36017	0	Negative Genetic;Synthetic Growth Defect;Synthetic Lethality
P25343	P33338	0	Negative Genetic
P25343	P32599	0	Negative Genetic
P25343	P32381	0	Negative Genetic;Synthetic Lethality
P25342	Q07657	0	Negative Genetic;Synthetic Lethality
P25342	P32468	0	Negative Genetic;Synthetic Growth Defect
P25342	P32458	0	Dosage Rescue;Negative Genetic;Synthetic Growth Defect
P25342	P32457	0	Negative Genetic;Synthetic Growth Defect;Synthetic Rescue
P25340	P54781	0	Phenotypic Enhancement;Phenotypic Suppression;Positive Genetic
P25340	P32353	0	Phenotypic Enhancement;Positive Genetic
P25340	P32352	0	Positive Genetic;Synthetic Growth Defect
P25337	Q12417	0	Negative Genetic
P25337	Q12309	0	Negative Genetic
P25337	Q08963	0	Negative Genetic
P25337	Q07930	0	Negative Genetic
P25337	Q06217	0	Negative Genetic
P25337	Q06091	0	Negative Genetic
P25337	Q03772	0	Negative Genetic
P25337	Q03654	0	Positive Genetic
P25337	Q03375	0	Positive Genetic
P25337	Q02775	0	Negative Genetic
P25337	Q02554	0	Positive Genetic
P25337	P54999	0	Negative Genetic
P25337	P53905	0	Positive Genetic
P25337	P53854	0	Negative Genetic
P25337	P53333	0	Negative Genetic
P25337	P53277	0	Negative Genetic
P25337	P49955	0	Positive Genetic
P25337	P46947	0	Negative Genetic
P25337	P40565	0	Negative Genetic
P25337	P38241	0	Negative Genetic
P25337	P36048	0	Negative Genetic
P25337	P33411	0	Negative Genetic
P25337	P28320	0	Negative Genetic
P25337	P28004	0	Negative Genetic
P25336	Q12223	0	Phenotypic Enhancement;Phenotypic Suppression
P25336	Q03834	0	Dosage Rescue;Phenotypic Enhancement;Phenotypic Suppression;Synthetic Lethality
P25336	P40965	0	Negative Genetic
P25336	P38920	0	Phenotypic Suppression
P25336	P26793	0	Phenotypic Enhancement
P25336	P25847	0	Phenotypic Enhancement
P25336	P25454	0	Dosage Rescue;Phenotypic Suppression
P25332	P33401	0	Negative Genetic
P25322	Q02248	0	Phenotypic Suppression
P25303	Q04969	0	Negative Genetic
P25303	P53008	0	Negative Genetic;Phenotypic Suppression;Synthetic Growth Defect
P25303	P48439	0	Negative Genetic;Synthetic Growth Defect
P25303	P47154	0	Negative Genetic
P25303	P43613	0	Synthetic Growth Defect
P25303	P41543	0	Negative Genetic
P25303	P40358	0	Dosage Rescue;Negative Genetic;Phenotypic Enhancement;Synthetic Growth Defect;Synthetic Lethality
P25303	P38138	0	Negative Genetic
P25303	P36016	0	Dosage Rescue;Positive Genetic
P25303	P33767	0	Negative Genetic
P25303	P32361	0	Negative Genetic;Synthetic Growth Defect
P25303	P27825	0	Negative Genetic
P25301	Q12318	0	Negative Genetic
P25301	Q12223	0	Negative Genetic
P25301	Q04437	0	Phenotypic Enhancement
P25301	Q04149	0	Negative Genetic;Positive Genetic;Synthetic Rescue
P25301	Q01454	0	Synthetic Growth Defect
P25301	P40562	0	Negative Genetic;Synthetic Rescue
P25301	P40465	0	Negative Genetic
P25301	P38927	0	Negative Genetic
P25301	P38850	0	Negative Genetic;Positive Genetic
P25301	P38751	0	Negative Genetic
P25301	P32863	0	Positive Genetic
P25301	P32807	0	Negative Genetic
P25301	P32641	0	Phenotypic Suppression
P25301	P26793	0	Negative Genetic;Synthetic Growth Defect;Synthetic Lethality
P25301	P25454	0	Dosage Rescue;Phenotypic Suppression;Positive Genetic;Synthetic Rescue
P25300	P33314	0	Phenotypic Suppression
P25299	Q12149	0	Negative Genetic;Synthetic Rescue
P25299	Q12102	0	Negative Genetic
P25299	Q08685	0	Negative Genetic
P25299	Q08553	0	Synthetic Rescue
P25299	Q06102	0	Negative Genetic
P25299	Q01329	0	Negative Genetic
P25299	P53538	0	Negative Genetic
P25299	P39927	0	Negative Genetic
P25299	P35728	0	Negative Genetic;Synthetic Rescue
P25299	P32505	0	Synthetic Growth Defect
P25299	P29468	0	Negative Genetic;Synthetic Lethality
P25298	Q12149	0	Negative Genetic;Phenotypic Suppression;Synthetic Rescue
P25298	Q08685	0	Negative Genetic
P25298	Q06102	0	Negative Genetic
P25298	P53538	0	Negative Genetic
P25298	P39927	0	Negative Genetic;Synthetic Lethality
P25298	P29468	0	Synthetic Lethality
P25298	P25299	0	Dosage Rescue;Negative Genetic
P25297	P46956	0	Dosage Rescue;Synthetic Growth Defect
P25297	P39535	0	Negative Genetic;Phenotypic Enhancement;Phenotypic Suppression;Synthetic Growth Defect;Synthetic Lethality
P25297	P38361	0	Phenotypic Enhancement;Phenotypic Suppression;Synthetic Growth Defect;Synthetic Lethality
P25297	P27514	0	Phenotypic Enhancement;Phenotypic Suppression;Synthetic Lethality
P25297	P25360	0	Dosage Rescue;Phenotypic Enhancement;Phenotypic Suppression;Synthetic Growth Defect;Synthetic Lethality
P25296	Q99385	0	Phenotypic Enhancement;Phenotypic Suppression;Synthetic Growth Defect;Synthetic Lethality
P25296	Q00772	0	Dosage Rescue;Negative Genetic;Phenotypic Enhancement;Synthetic Lethality
P25296	P38929	0	Phenotypic Enhancement;Synthetic Lethality
P25296	P32485	0	Synthetic Rescue
P25294	Q06469	0	Phenotypic Suppression
P25294	P53940	0	Phenotypic Suppression;Synthetic Growth Defect
P25294	P53286	0	Phenotypic Suppression;Synthetic Growth Defect
P25294	P32589	0	Phenotypic Enhancement;Phenotypic Suppression
P25294	P31539	0	Phenotypic Suppression
P25294	P25491	0	Dosage Growth Defect;Dosage Rescue;Phenotypic Enhancement;Synthetic Lethality;Synthetic Rescue
P25293	Q12692	0	Synthetic Growth Defect;Synthetic Rescue
P25293	Q12159	0	Synthetic Growth Defect
P25293	P53853	0	Synthetic Growth Defect
P25293	P53067	0	Synthetic Growth Defect
P25293	P38344	0	Phenotypic Enhancement
P25293	P32458	0	Negative Genetic
P25228	Q9VKB9	0	Phenotypic Enhancement
P25205	Q9UNS1	0	Negative Genetic
P25171	Q9VIW3	0	Phenotypic Suppression
P25157	P48148	0	Phenotypic Enhancement
P25118	Q62073	0	Phenotypic Suppression
P25087	Q12452	0	Negative Genetic
P25087	P54781	0	Phenotypic Enhancement;Synthetic Growth Defect;Synthetic Rescue
P25087	P41338	0	Negative Genetic
P25087	P38992	0	Negative Genetic;Phenotypic Enhancement;Synthetic Growth Defect
P25087	P36139	0	Phenotypic Enhancement;Phenotypic Suppression
P25087	P33300	0	Negative Genetic;Synthetic Growth Defect
P25087	P32462	0	Negative Genetic;Synthetic Lethality
P25087	P32377	0	Negative Genetic
P25087	P32353	0	Negative Genetic;Phenotypic Enhancement;Synthetic Growth Defect
P25087	P32352	0	Negative Genetic;Phenotypic Enhancement;Synthetic Lethality
P25087	P25340	0	Positive Genetic
P25045	Q3E790	0	Negative Genetic
P25045	Q03529	0	Phenotypic Suppression
P25045	P47013	0	Negative Genetic;Phenotypic Enhancement
P25045	P41318	0	Negative Genetic
P25045	P40970	0	Negative Genetic
P25045	P40319	0	Phenotypic Suppression;Synthetic Growth Defect
P25045	P40015	0	Positive Genetic;Synthetic Lethality
P25045	P38992	0	Negative Genetic;Phenotypic Suppression
P25045	P38954	0	Phenotypic Suppression
P25045	P38342	0	Negative Genetic
P25045	P36107	0	Dosage Rescue
P25045	P35206	0	Positive Genetic;Synthetic Rescue
P25045	P32451	0	Negative Genetic
P25043	Q12377	0	Negative Genetic
P25043	Q12250	0	Negative Genetic
P25043	Q08723	0	Positive Genetic
P25043	Q06103	0	Negative Genetic
P25043	Q01939	0	Negative Genetic;Positive Genetic
P25043	P43588	0	Negative Genetic
P25043	P40327	0	Positive Genetic
P25043	P40303	0	Positive Genetic
P25043	P40302	0	Positive Genetic
P25043	P40016	0	Negative Genetic
P25043	P38886	0	Negative Genetic
P25043	P38624	0	Phenotypic Enhancement;Positive Genetic;Synthetic Growth Defect
P25043	P38293	0	Negative Genetic
P25043	P33299	0	Negative Genetic;Positive Genetic
P25043	P33298	0	Positive Genetic
P25043	P32565	0	Positive Genetic
P25043	P32496	0	Negative Genetic
P25043	P32379	0	Negative Genetic;Positive Genetic
P25043	P30657	0	Negative Genetic
P25043	P30656	0	Negative Genetic;Positive Genetic;Synthetic Lethality
P25043	P25451	0	Negative Genetic;Synthetic Growth Defect
P25040	P25443	0	Dosage Rescue;Synthetic Rescue
P25039	Q03862	0	Negative Genetic
P25038	Q3E757	0	Positive Genetic
P25038	Q12089	0	Negative Genetic
P25038	P33201	0	Positive Genetic
P25038	P32785	0	Dosage Rescue;Negative Genetic
P25037	Q01476	0	Phenotypic Enhancement
P24941	Q00534	0	Negative Genetic
P24941	Q00526	0	Negative Genetic
P24871	P38696	0	Negative Genetic;Synthetic Growth Defect
P24870	Q00684	0	Phenotypic Enhancement;Synthetic Lethality
P24870	P40958	0	Synthetic Lethality
P24870	P24871	0	Phenotypic Enhancement;Phenotypic Suppression;Synthetic Lethality
P24869	Q00684	0	Dosage Lethality;Negative Genetic;Phenotypic Enhancement;Phenotypic Suppression;Synthetic Lethality;Synthetic Rescue
P24869	Q00362	0	Negative Genetic
P24869	P53197	0	Dosage Growth Defect;Dosage Lethality;Phenotypic Enhancement
P24869	P53068	0	Negative Genetic
P24869	P46675	0	Synthetic Rescue
P24869	P43568	0	Dosage Rescue;Synthetic Lethality
P24869	P40958	0	Negative Genetic;Phenotypic Suppression;Positive Genetic;Synthetic Lethality
P24869	P40466	0	Dosage Rescue;Phenotypic Suppression
P24869	P38987	0	Dosage Lethality;Negative Genetic;Synthetic Growth Defect
